ID,gender,race,ethnicity,age years,ages,genders,baths,lot,dishwash,cwasher,swim
885,F,W,N,30,4030....................................,MF..................,1,44000,1,1,0
889,F,W,M,2,606134301614121108070228................,MFFMMFMMFFFM........,2,5000,1,1,0
890,F,O,M,49,4927....................................,FF..................,1,-6,1,1,0
892,F,W,N,12,58571413121209..........................,MFFMMFM.............,1,44000,1,1,0
896,F,W,M,70,70......................................,F...................,1,-6,1,0,1
897,F,W,N,7,36370703................................,FMFF................,2,68000,1,1,0
901,F,W,N,15,4739150807..............................,MFFMF...............,2,999998,1,1,0
905,F,W,N,38,38......................................,F...................,4,20000,1,1,0
906,F,B,N,48,48521006................................,FMMM................,2,11000,0,1,0
908,F,W,N,40,37401220................................,MFFM................,1,13500,1,1,0
910,F,W,N,22,2522....................................,MF..................,2,484000,0,1,0
911,F,O,O,1,2829070137301004........................,FMFFMFMF............,1,-6,0,0,0
913,F,W,N,62,6462....................................,MF..................,1,44000,0,1,0
914,F,W,M,5,582213090807050402022951................,FFMMMFFFFFMM........,2,10000,0,1,0
915,F,W,M,17,484517..................................,FMF.................,4,44000,1,1,2
917,F,W,N,52,6952....................................,MF..................,3,1500,0,1,0
918,F,W,N,38,381520..................................,FFF.................,1,-6,0,1,0
929,F,W,N,48,4852210124..............................,FMFMM...............,3,10000,1,1,0
930,F,W,N,13,42410713................................,MFMF................,2,44000,1,1,0
931,F,W,N,66,6666572720..............................,FMFFF...............,2,7500,0,1,0
934,F,W,N,42,40420803................................,MFFM................,2,4950,1,1,0
941,F,B,N,67,4267....................................,FF..................,1,44000,1,1,0
944,F,W,N,47,475321..................................,FMF.................,3,-6,1,1,0
947,F,W,O,54,5429190552..............................,FFMMM...............,2,-6,1,1,0
951,F,W,N,21,23020021................................,MFMF................,1,-6,1,1,0
952,F,B,N,6,44410806................................,MFFF................,2,10000,1,1,0
953,F,W,N,56,575636..................................,MFM.................,2,66000,1,1,0
954,F,W,N,36,363605030200............................,MFMMMM..............,2,5500,1,1,0
958,F,A,N,43,430879..................................,FFF.................,1,11000,0,1,0
960,F,O,M,61,70612587................................,MFFF................,1,-6,0,0,0
965,F,W,M,6,30300615................................,MFFF................,1,-6,0,1,0
968,F,B,N,59,886159525018............................,FFFFFF..............,1,14520,1,1,0
969,F,O,O,2,36060201................................,MMFM................,2,-6,1,1,0
970,F,B,N,53,53562523................................,FMFM................,2,4000,1,1,0
972,F,W,N,31,31310301................................,MFFF................,3,999998,1,1,0
974,F,B,N,48,481709..................................,FMF.................,1,3500,0,0,0
975,F,W,N,56,5156....................................,FF..................,2,25000,0,1,3
976,F,W,N,28,52602803................................,FMFF................,1,6500,1,1,0
978,F,W,N,29,2908141029..............................,MFFMF...............,2,5720,1,1,0
979,F,A,N,5,45371105................................,FMMF................,3,22951,1,1,0
980,F,O,M,29,310429..................................,MMF.................,1,-6,1,1,0
981,F,W,N,43,4043120906..............................,MFMFF...............,1,-6,0,0,0
983,F,B,N,17,525117..................................,MFF.................,2,7200,1,1,0
986,F,W,N,35,35331211................................,FMMF................,2,22000,1,1,0
987,F,W,N,35,3538....................................,FM..................,3,9000,1,1,0
988,F,W,M,7,2811070201312701........................,FFFFMMFM............,1,1800,0,1,0
990,F,W,N,7,51440907................................,MFFF................,4,26400,0,1,0
992,F,W,M,17,484519171409............................,MFMFMF..............,1,5500,0,0,0
993,F,W,M,52,5256....................................,FM..................,2,88000,0,1,2
996,F,O,M,13,42391311................................,MFFF................,2,999998,0,0,0
997,F,W,N,33,3330....................................,FM..................,2,44000,0,1,0
998,F,W,N,55,5519....................................,FF..................,1,22000,1,1,2
1000,F,W,N,10,39341017................................,MFFF................,2,11000,0,1,3
